event_type,date_from,date_to,origin,destination,num_adults,num_children,look_on,days_before_plan,trip_duration,distance
search,01/05/17,08/05/17,FRA,PAR,2,0,01/05/17,0,7,467.8934024
search,08/02/18,18/02/18,PAR,SJU,1,0,02/05/17,282,10,6901.19543
search,09/06/17,11/06/17,NCE,AMS,1,0,01/05/17,39,2,980.0217496
search,02/05/17,08/05/17,GVA,OPO,1,0,01/05/17,1,6,1309.953531
search,12/05/17,26/05/17,MAD,BOG,1,0,01/05/17,11,14,8031.46071
search,03/05/17,18/05/17,FRA,MNL,1,0,01/05/17,2,15,10297.10669
search,22/10/17,20/11/17,CDG,MAA,1,0,02/05/17,173,29,8021.559926
search,22/10/17,22/10/17,HAM,MAD,2,0,01/05/17,174,0,1779.476267
search,21/09/17,11/10/17,TXL,IZM,2,1,02/05/17,142,20,1901.084814
search,11/08/17,11/08/17,BER,PAR,1,0,01/05/17,102,0,878.2979898
search,21/06/17,24/06/17,AYT,FRA,1,0,02/05/17,50,3,2291.833701
search,03/05/17,05/05/17,HAM,PAR,1,0,01/05/17,2,2,751.127687
search,24/05/17,26/05/17,LYS,MAD,1,0,01/05/17,23,2,912.1424471
search,02/05/17,09/05/17,LYS,NCE,1,0,02/05/17,0,7,283.9197835
search,17/05/17,21/05/17,PAR,BER,1,0,01/05/17,16,4,878.2979898
search,12/05/17,12/05/17,ATH,CGN,1,0,01/05/17,11,0,1967.022401
search,07/05/17,07/05/17,BER,LIS,1,0,01/05/17,6,0,2307.615646
search,07/06/17,10/06/17,BER,LIS,2,0,01/05/17,37,3,2307.615646
search,30/09/17,02/10/17,BER,PAR,2,0,01/05/17,152,2,878.2979898
search,18/10/17,10/11/17,FRA,CAI,1,0,01/05/17,170,23,2920.049962
search,27/05/17,02/06/17,FRA,MIA,2,0,01/05/17,26,6,7762.838142
search,04/09/17,20/09/17,FRA,NYC,1,0,01/05/17,126,16,6198.492311
search,21/11/17,26/11/17,FRA,NYC,2,0,01/05/17,204,5,6198.492311
search,04/07/17,04/07/17,MUC,DXB,2,0,01/05/17,64,0,4563.518261
search,30/09/17,24/10/17,MUC,NYC,4,0,01/05/17,152,24,6491.781274
search,23/08/17,06/09/17,MUC,YUL,2,0,01/05/17,114,14,6152.511088
search,06/05/17,08/05/17,STR,BER,2,0,01/05/17,5,2,519.0756639
search,12/05/17,19/05/17,SXF,DXB,3,0,01/05/17,11,7,4612.291261
search,15/05/17,23/05/17,NCE,PAR,1,0,02/05/17,13,8,685.9038717
search,02/08/17,04/08/17,ZRH,BER,2,0,01/05/17,93,2,669.6288741
search,09/12/17,21/12/17,DUS,PMI,1,0,02/05/17,221,12,1340.644678
search,11/05/17,21/05/17,PAR,CAS,1,0,02/05/17,9,10,1886.49025
search,25/05/17,16/06/17,PAR,ALG,1,0,02/05/17,23,22,1352.816166
search,03/05/17,07/05/17,ZRH,ROM,1,0,01/05/17,2,4,684.9746123
search,18/05/17,02/06/17,TLS,ROM,1,1,01/05/17,17,15,929.8471924
search,08/05/17,09/05/17,TLS,CDG,1,0,02/05/17,6,1,605.1465955
search,31/05/17,02/06/17,STR,BER,3,0,01/05/17,30,2,519.0756639
search,03/10/17,13/10/17,FRA,PMI,2,0,02/05/17,154,10,1253.112736
search,08/02/18,22/02/18,DUS,BOG,1,0,01/05/17,283,14,8968.857612
search,31/08/17,16/09/17,FRA,DPS,1,0,01/05/17,122,16,11930.80475
search,02/05/17,12/05/17,FRA,IEV,1,0,01/05/17,1,10,1552.291607
search,03/10/17,03/10/17,SAN,BER,2,0,01/05/17,155,0,9395.729201
search,15/05/17,22/05/17,STR,DUB,2,0,01/05/17,14,7,1199.060362
search,03/12/17,05/02/18,HAM,LAS,2,0,01/05/17,216,64,8735.439039
search,24/09/17,03/10/17,HAM,MIL,4,0,02/05/17,145,9,910.2783615
search,03/05/17,05/05/17,NCE,LIS,2,0,02/05/17,1,2,1473.944553
search,06/07/17,20/07/17,PAR,YMQ,2,0,02/05/17,65,14,5506.307791
search,20/09/17,20/09/17,STR,AYT,1,0,01/05/17,142,0,2176.500658
search,06/05/17,09/05/17,FRA,ATH,1,0,01/05/17,5,3,1816.136901
search,16/05/17,19/05/17,TXL,CGN,1,0,02/05/17,14,3,472.4230287
search,30/07/17,01/08/17,BER,ARN,1,0,01/05/17,90,2,840.2725392
search,26/07/17,26/07/17,BER,DUS,1,0,01/05/17,86,0,475.7855288
search,14/06/17,18/06/17,DUS,BER,2,0,01/05/17,44,4,475.7855288
search,23/09/17,30/09/17,DUS,IST,4,0,01/05/17,145,7,2042.454111
search,02/08/17,12/08/17,DUS,LON,1,0,02/05/17,92,10,481.9883184
search,08/11/17,22/11/17,DUS,LPA,2,0,01/05/17,191,14,3189.538407
search,17/05/17,19/05/17,DUS,PRG,2,0,01/05/17,16,2,554.6738043
search,08/11/17,24/11/17,DUS,SEA,1,0,01/05/17,191,16,8012.076528
search,02/05/17,09/05/17,DXB,BKK,1,0,01/05/17,1,7,4904.04128
search,08/01/18,20/01/18,FRA,AUH,1,0,01/05/17,252,12,4863.088217
search,07/07/17,03/09/17,FRA,CPT,1,0,01/05/17,67,58,9387.444236
search,05/08/17,17/08/17,FRA,DTW,3,0,02/05/17,95,12,6678.218593
search,06/05/17,10/05/17,FRA,PMI,2,0,01/05/17,5,4,1253.112736
search,09/07/17,12/07/17,FRA,ROM,3,0,01/05/17,69,3,955.9265612
search,25/05/17,02/06/17,FRA,TLV,1,0,01/05/17,24,8,2954.364514
search,15/06/17,22/06/17,FRA,VCE,3,0,01/05/17,45,7,578.3112383
search,16/10/17,30/10/17,HAM,NYC,1,0,01/05/17,168,14,6126.691724
search,27/05/17,29/05/17,HAM,STR,1,0,01/05/17,26,2,552.0490359
search,15/11/17,08/12/17,HAM,YVR,1,0,01/05/17,198,23,7768.233839
search,03/05/17,05/05/17,LED,FRA,1,0,01/05/17,2,2,1757.142989
search,11/02/18,27/02/18,MUC,MCO,2,0,01/05/17,286,16,7904.500763
search,09/11/17,15/11/17,STR,LHR,1,0,01/05/17,192,6,755.0608101
search,09/07/17,15/07/17,STR,TLV,1,0,01/05/17,69,6,2835.376387
search,18/06/17,23/06/17,HAM,JFK,1,0,01/05/17,48,5,6118.14806
search,27/08/17,18/09/17,ZRH,RIO,2,0,01/05/17,118,22,9370.261959
search,17/05/17,20/05/17,HAM,IST,2,1,02/05/17,15,3,1991.035916
search,08/05/17,20/05/17,MEL,SYD,2,2,02/05/17,6,12,713.0203453
search,01/06/17,01/06/17,MUC,BER,1,0,01/05/17,31,0,477.6345068
search,17/05/17,19/05/17,PAR,NCE,1,0,01/05/17,16,2,685.9038717
search,26/06/17,30/06/17,ORY,LON,1,0,01/05/17,56,4,356.8990443
search,17/05/17,22/05/17,DUS,MXP,1,0,01/05/17,16,5,644.4355891
search,24/05/17,09/06/17,SXF,OTP,1,0,02/05/17,22,16,1267.196554
search,03/08/17,06/10/17,PAR,AKL,1,0,01/05/17,94,64,18548.46151
search,06/07/17,12/07/17,MUC,JFK,2,0,02/05/17,65,6,6481.563762
search,22/06/17,29/06/17,BER,AYT,2,0,01/05/17,52,7,2196.956894
search,09/06/17,12/06/17,CGN,STN,5,0,01/05/17,39,3,477.0856037
search,14/05/17,19/05/17,ZRH,AGP,1,0,02/05/17,12,5,1601.206605
search,06/09/17,07/10/17,HAM,MHD,2,1,01/05/17,128,31,4249.49841
search,08/08/17,02/09/17,FRA,NYC,1,0,02/05/17,98,25,6198.492311
search,03/05/17,03/05/17,MAD,LIM,1,0,01/05/17,2,0,9525.797089
search,14/05/17,22/05/17,CGN,IST,2,0,02/05/17,12,8,2014.63084
search,22/09/17,05/10/17,PAR,RIO,1,0,01/05/17,144,13,9167.895514
search,10/05/17,17/05/17,BER,OSL,3,1,01/05/17,9,7,864.5197221
search,10/05/17,10/05/17,ADB,DUS,1,0,02/05/17,8,0,2149.021495
search,17/05/17,17/05/17,PAR,MRS,1,0,01/05/17,16,0,659.767074
search,28/07/17,07/08/17,BER,AYT,2,0,02/05/17,87,10,2196.956894
search,15/05/17,16/05/17,PAR,GVA,1,0,01/05/17,14,1,410.0707075
search,03/06/17,07/06/17,HAM,LPA,1,0,01/05/17,33,4,3528.524003
search,25/03/18,25/03/18,HKG,CMB,1,0,02/05/17,327,0,4036.00874
search,17/05/17,17/05/17,PAR,LIS,1,0,01/05/17,16,0,1447.103771
search,19/05/17,19/05/17,NCE,ORY,1,0,01/05/17,18,0,674.6202031
search,31/08/17,28/09/17,CGN,OPO,4,0,01/05/17,122,28,1609.985027
search,12/07/17,12/07/17,PAR,NCE,1,0,02/05/17,71,0,685.9038717
search,17/05/17,19/05/17,BER,IST,1,0,01/05/17,16,2,1736.01118
search,03/05/17,03/05/17,SGN,HAM,2,0,01/05/17,2,0,9472.983834
search,31/08/17,12/09/17,FRA,STO,2,0,02/05/17,121,12,1198.018208
search,26/06/17,30/06/17,PAR,PRG,2,3,02/05/17,55,4,881.9973441
search,06/05/17,09/05/17,DUS,CDG,2,2,01/05/17,5,3,392.4962729
search,28/08/17,11/09/17,PAR,YMQ,3,1,01/05/17,119,14,5506.307791
search,06/05/17,09/05/17,FRA,BOS,1,0,01/05/17,5,3,5888.893494
search,16/05/17,29/05/17,FRA,AKL,1,0,01/05/17,15,13,18181.91296
search,27/06/17,27/06/17,DUS,STR,1,0,02/05/17,56,0,336.2977444
search,20/11/17,07/12/17,MUC,KUL,1,0,01/05/17,203,17,9773.184285
search,02/05/17,09/05/17,TXL,CAI,1,0,02/05/17,0,7,2899.101143
search,04/05/17,09/05/17,PAR,CPH,1,0,01/05/17,3,5,1027.305869
search,01/06/17,04/06/17,PAR,ALG,1,0,02/05/17,30,3,1352.816166
search,15/06/17,27/06/17,PAR,KUL,1,0,01/05/17,45,12,10458.79811
search,19/08/17,29/08/17,TLS,ORY,1,0,01/05/17,110,10,572.2819089
search,03/09/17,24/09/17,BRU,DPS,1,0,01/05/17,125,21,12200.92686
search,26/05/17,31/05/17,MRS,ALG,1,0,02/05/17,24,5,756.7273654
search,05/05/17,13/05/17,BER,PAR,1,0,01/05/17,4,8,878.2979898
search,12/07/17,14/07/17,BER,CGN,2,0,01/05/17,72,2,478.5795164
search,01/06/17,15/06/17,GVA,BKK,3,2,02/05/17,30,14,9261.157676
search,02/10/17,02/10/17,TXL,ANK,2,0,01/05/17,154,0,2046.354446
search,10/05/17,21/05/17,FRA,JFK,2,0,01/05/17,9,11,6188.502447
search,01/06/17,18/06/17,FRA,RIO,2,0,01/05/17,31,17,9574.913811
search,10/06/17,24/06/17,BER,TLV,2,0,02/05/17,39,14,2862.14733
search,12/06/17,16/06/17,MUC,BCN,2,0,01/05/17,42,4,1094.232005
search,16/11/17,08/12/17,BER,KTM,9,0,01/05/17,199,22,6404.938007
search,13/06/17,15/06/17,PAR,PMI,2,0,01/05/17,43,2,1032.163587
search,21/06/17,23/06/17,PAR,VCE,2,0,01/05/17,51,2,841.0907899
search,06/05/17,06/05/17,DUS,PMI,1,0,02/05/17,4,0,1340.644678
search,07/05/17,17/05/17,PAR,OPO,1,0,01/05/17,6,10,1208.054213
search,24/05/17,28/05/17,FRA,ADB,1,0,01/05/17,23,4,1967.010957
search,03/07/17,14/07/17,DUS,IST,1,0,02/05/17,62,11,2042.454111
search,09/07/17,12/07/17,HND,BER,1,0,01/05/17,69,3,8933.307679
search,16/05/17,20/05/17,PAR,PRG,1,0,02/05/17,14,4,881.9973441
search,14/06/17,18/06/17,PAR,LON,1,0,01/05/17,44,4,344.9646887
search,21/08/17,16/09/17,CDG,WAS,1,0,01/05/17,112,26,6172.6109
search,31/08/17,15/09/17,ORY,MDE,1,0,02/05/17,121,15,8597.875821
search,01/05/17,03/05/17,DUS,BER,1,0,01/05/17,0,2,475.7855288
search,18/06/17,19/07/17,FRA,ALA,1,0,01/05/17,48,31,5088.036434
search,26/10/17,09/11/17,LYS,EDI,1,0,01/05/17,178,14,1274.738205
search,03/05/17,03/05/17,DUS,IST,1,0,01/05/17,2,0,2042.454111
search,12/05/17,27/05/17,FRA,PMI,2,0,01/05/17,11,15,1253.112736
search,12/06/17,22/06/17,PAR,STO,3,0,01/05/17,42,10,1544.771794
search,11/12/17,15/12/17,TLS,BER,2,0,01/05/17,224,4,1330.202781
search,09/06/17,15/06/17,DUS,SFO,1,0,01/05/17,39,6,8948.709869
search,10/05/17,26/05/17,BHX,DUS,1,0,01/05/17,9,16,598.9303954
search,21/05/17,11/06/17,FRA,BKK,1,0,02/05/17,19,21,8999.532145
search,31/05/17,27/06/17,CDG,BKK,1,0,01/05/17,30,27,9447.788909
search,27/09/17,29/09/17,DUS,PRG,9,0,02/05/17,148,2,554.6738043
search,15/11/17,22/11/17,HAM,LIS,2,0,01/05/17,198,7,2198.05822
search,22/06/17,27/06/17,MUC,IST,2,0,01/05/17,52,5,1578.027399
search,25/10/17,28/10/17,DUS,SIN,2,0,01/05/17,177,3,10391.37989
search,17/05/17,20/05/17,LYS,AMS,2,0,01/05/17,16,3,738.4773623
search,28/10/17,07/11/17,PAR,LAX,2,0,01/05/17,180,10,9104.903098
search,30/05/17,15/06/17,ORY,CAS,2,0,01/05/17,29,16,1875.2626
search,07/05/17,10/05/17,SXF,CAI,1,0,01/05/17,6,3,2873.738667
search,15/06/17,16/06/17,LYS,LON,1,0,01/05/17,45,1,748.6578648
search,19/07/17,21/07/17,PAR,LIS,1,0,01/05/17,79,2,1447.103771
search,27/09/17,30/09/17,PAR,DUB,1,0,02/05/17,148,3,786.431465
search,10/05/17,27/05/17,FRA,PMI,2,0,01/05/17,9,17,1253.112736
search,02/05/17,02/05/17,AMS,IST,1,0,02/05/17,0,0,2211.046704
search,01/06/17,01/06/17,CGN,TXL,1,0,01/05/17,31,0,472.4230287
search,03/05/17,03/05/17,IST,CGN,1,0,01/05/17,2,0,2014.63084
search,16/08/17,16/08/17,PAR,REK,1,0,01/05/17,107,0,2232.841688
search,02/05/17,02/05/17,PAR,TLV,1,0,01/05/17,1,0,3291.004608
search,03/06/17,03/06/17,PAR,ALG,1,0,01/05/17,33,0,1352.816166
search,02/11/17,02/12/17,PAR,LAX,1,0,01/05/17,185,30,9104.903098
search,14/08/17,21/08/17,DUS,OVB,2,0,01/05/17,105,7,4838.931226
search,10/05/17,14/05/17,PAR,NCE,2,0,02/05/17,8,4,685.9038717
search,30/08/17,01/09/17,LYS,BCN,6,0,01/05/17,121,2,549.0412041
search,27/06/17,30/06/17,HAM,NCE,2,1,01/05/17,57,3,1121.869848
search,11/09/17,25/09/17,DUS,NYC,1,2,01/05/17,133,14,6027.61189
search,24/10/17,24/10/17,TLS,PMI,1,0,01/05/17,176,0,464.001921
search,23/10/17,23/10/17,MRS,CDG,2,0,01/05/17,175,0,671.1717525
search,08/09/17,06/10/17,CPH,MUC,1,2,01/05/17,130,28,810.56224
search,08/09/17,06/10/17,CPH,MUC,1,2,01/05/17,130,28,810.56224
search,11/06/17,11/06/17,ALG,HAM,1,0,01/05/17,41,0,1953.959694
search,17/05/17,20/05/17,AMS,PAR,1,0,02/05/17,15,3,430.4238537
search,14/05/17,14/05/17,IST,LYS,2,0,01/05/17,13,0,1990.441077
search,14/09/17,05/10/17,PAR,BKK,1,0,01/05/17,136,21,9466.553199
search,02/08/17,12/08/17,DUS,YYZ,2,0,01/05/17,93,10,6163.628843
search,24/05/17,26/05/17,PAR,MRS,1,0,01/05/17,23,2,659.767074
search,25/09/17,09/10/17,PAR,DPS,1,0,01/05/17,147,14,12395.33746
search,26/11/17,26/11/17,STR,AYT,2,0,01/05/17,209,0,2176.500658
search,14/08/17,29/08/17,BER,AYT,3,1,01/05/17,105,15,2196.956894
search,04/05/17,04/05/17,LON,DUS,2,0,01/05/17,3,0,481.9883184
search,12/09/17,12/09/17,CDG,OPO,2,0,01/05/17,134,0,1230.70271
search,07/05/17,07/05/17,PAR,MRS,1,0,02/05/17,5,0,659.767074
search,21/12/17,28/12/17,PAR,DUB,2,0,02/05/17,233,7,786.431465
search,27/05/17,03/06/17,DUS,ALC,2,0,01/05/17,26,7,1545.45814
search,11/05/17,18/05/17,DUS,CAS,1,0,02/05/17,9,7,2284.632935
search,16/05/17,20/05/17,DUS,PMI,2,0,01/05/17,15,4,1340.644678
search,03/06/17,07/06/17,HAM,LPA,1,0,01/05/17,33,4,3528.524003
search,02/05/17,05/05/17,HAM,PMI,2,0,02/05/17,0,3,1658.78585
search,24/08/17,07/09/17,AMS,MIA,4,0,02/05/17,114,14,7449.872431
search,13/06/17,18/06/17,BER,ATH,1,0,01/05/17,43,5,1814.513556
search,07/05/17,10/05/17,CGN,BCN,1,0,02/05/17,5,3,1134.059144
search,01/11/17,23/11/17,CGN,CAS,1,0,01/05/17,184,22,2260.875883
search,13/12/17,29/12/17,DUS,MDE,1,0,02/05/17,225,16,8930.626517
search,30/09/17,16/03/18,FRA,CEB,1,0,01/05/17,152,167,10857.5117
search,26/05/17,30/05/17,FRA,WUH,1,0,01/05/17,25,4,8461.915056
search,19/09/17,23/09/17,MUC,BER,2,0,01/05/17,141,4,477.6345068
search,17/05/17,26/05/17,TXL,MUC,1,0,01/05/17,16,9,479.995499
search,04/07/17,25/07/17,CGN,AGP,2,0,02/05/17,63,21,1827.811176
search,18/10/17,02/11/17,DUS,HNL,1,0,02/05/17,169,15,11804.72313
search,13/05/17,17/05/17,STR,HAM,3,1,01/05/17,12,4,552.0490359
search,25/07/17,28/07/17,CDG,BCN,4,0,02/05/17,84,3,858.0998498
search,08/05/17,10/05/17,LYS,CAS,1,0,01/05/17,7,2,1728.757784
search,09/08/17,16/08/17,LYS,PMI,3,0,01/05/17,100,7,713.3402267
search,22/05/17,23/05/17,MRS,ZRH,1,0,01/05/17,21,1,515.8468311
search,05/10/17,12/10/17,DUB,MRS,1,0,02/05/17,156,7,1412.968505
search,10/12/17,12/12/17,MIA,NYC,1,0,01/05/17,223,2,1757.520425
search,30/05/17,05/06/17,MRS,HOU,1,0,02/05/17,28,6,8579.48188
search,21/06/17,25/06/17,MRS,ROM,3,0,01/05/17,51,4,604.1141697
search,03/06/17,14/06/17,PAR,HKT,5,0,02/05/17,32,11,9786.639152
search,07/10/17,29/10/17,PAR,JKT,2,0,02/05/17,158,22,11594.75852
search,14/06/17,23/06/17,PAR,MNL,1,0,01/05/17,44,9,10754.12288
search,12/08/17,23/08/17,PAR,RIO,2,2,01/05/17,103,11,9167.895514
search,16/06/17,23/06/17,PAR,ROM,2,0,01/05/17,46,7,1106.735629
search,15/06/17,19/06/17,PAR,TLS,1,0,01/05/17,45,4,585.3951211
search,11/10/17,26/10/17,PAR,YMQ,2,0,01/05/17,163,15,5506.307791
search,18/05/17,20/05/17,BRU,MAD,1,0,02/05/17,16,2,1313.772334
search,28/07/17,01/08/17,PAR,DXB,2,0,01/05/17,88,4,5249.665515
search,28/05/17,29/05/17,PAR,MRS,1,0,01/05/17,27,1,659.767074
search,21/05/17,23/05/17,PAR,LON,4,2,01/05/17,20,2,344.9646887
search,24/05/17,26/05/17,HAM,VCE,4,0,01/05/17,23,2,919.6283614
search,18/05/17,18/05/17,CGN,BER,2,1,01/05/17,17,0,478.5795164
search,16/11/17,23/11/17,CGN,TCI,1,2,02/05/17,198,7,3162.020042
search,07/07/17,16/07/17,MUC,TLV,1,1,01/05/17,67,9,2654.853926
search,10/05/17,17/06/17,HAM,CAI,1,0,01/05/17,9,38,3131.109664
search,20/05/17,28/05/17,BER,AYT,1,0,01/05/17,19,8,2196.956894
search,09/05/17,16/05/17,PAR,ALG,1,0,01/05/17,8,7,1352.816166
search,12/07/17,14/07/17,CGN,MAD,1,0,01/05/17,72,2,1416.409533
search,16/06/17,19/06/17,STR,BER,2,1,02/05/17,45,3,519.0756639
search,08/06/17,15/06/17,CDG,BCN,3,0,02/05/17,37,7,858.0998498
search,14/10/17,24/10/17,CDG,CAN,2,0,01/05/17,166,10,9477.147258
search,15/02/18,15/02/18,KUL,SYD,2,0,01/05/17,290,0,6583.949513
search,06/09/17,22/09/17,FRA,YYC,3,1,02/05/17,127,16,7525.552289
search,04/05/17,04/05/17,MIL,ORY,1,0,01/05/17,3,0,631.6926608
search,18/05/17,25/05/17,DUS,ALC,2,1,01/05/17,17,7,1545.45814
search,01/11/17,03/11/17,SXF,AMS,2,0,01/05/17,184,2,585.4878677
search,21/05/17,26/05/17,CGN,LIS,2,0,01/05/17,20,5,1845.150325
search,04/07/17,08/07/17,HAM,VIE,1,0,02/05/17,63,4,749.8505842
search,07/05/17,11/05/17,DUS,VIE,1,0,01/05/17,6,4,768.8327305
search,05/05/17,09/05/17,MUC,IST,2,0,01/05/17,4,4,1578.027399
search,01/06/17,11/06/17,CDG,CAS,1,0,02/05/17,30,10,1909.184542
search,04/05/17,05/05/17,LYS,TLS,2,0,02/05/17,2,1,376.0925152
search,21/06/17,25/06/17,PAR,BER,1,0,01/05/17,51,4,878.2979898
search,24/09/17,13/10/17,ORY,OPO,2,1,01/05/17,146,19,1200.038215
search,22/05/17,25/05/17,FRA,MAD,2,0,01/05/17,21,3,1420.805863
search,15/05/17,20/05/17,FRA,PMI,1,0,02/05/17,13,5,1253.112736
search,18/05/17,23/05/17,MUC,IST,2,0,01/05/17,17,5,1578.027399
search,25/09/17,30/10/17,FRA,SFO,1,0,01/05/17,147,35,9134.959128
search,09/08/17,11/08/17,MUC,HAM,2,0,01/05/17,100,2,600.4217954
search,07/05/17,05/06/17,DUS,IST,1,1,02/05/17,5,29,2042.454111
search,28/09/17,10/10/17,TLS,REK,2,0,01/05/17,150,12,2709.909712
search,17/06/17,05/07/17,PAR,LIM,1,0,01/05/17,47,18,10256.60394
search,13/06/17,13/06/17,YTO,CUN,1,0,02/05/17,42,0,2597.727038
search,21/05/17,24/05/17,DUS,MAD,2,0,01/05/17,20,3,1439.169722
search,01/06/17,02/06/17,YUL,BOS,4,0,02/05/17,30,1,407.2187373
search,08/09/17,08/09/17,CDG,PHX,2,2,02/05/17,129,0,8799.121144
search,03/10/17,10/10/17,PAR,BCN,2,0,02/05/17,154,7,839.7878079
search,27/05/17,10/06/17,FRA,SGN,1,0,02/05/17,25,14,9654.849909
search,09/09/17,30/09/17,HAM,NBO,1,0,02/05/17,130,21,6598.200115
search,09/05/17,09/05/17,DMK,HKT,1,0,02/05/17,7,0,711.1482189
search,10/05/17,10/05/17,MAD,FRA,1,0,01/05/17,9,0,1420.805863
search,27/11/17,27/11/17,MUC,WAW,1,0,01/05/17,210,0,777.75837
search,20/05/17,24/05/17,CGN,ROM,3,0,01/05/17,19,4,1091.072563
search,18/05/17,21/05/17,LYS,LIS,2,0,02/05/17,16,3,1399.924928
search,14/06/17,16/06/17,ORY,VCE,2,0,01/05/17,44,2,835.3874341
search,03/05/17,05/05/17,TLS,OPO,2,0,01/05/17,2,2,864.6885591
search,14/05/17,14/05/17,PAR,LIS,1,1,02/05/17,12,0,1447.103771
search,06/09/17,26/09/17,MRS,BSB,1,0,01/05/17,128,20,8516.263777
search,24/05/17,27/05/17,PAR,LIS,1,0,01/05/17,23,3,1447.103771
search,11/05/17,12/05/17,ORY,TLS,1,1,02/05/17,9,1,572.2819089
search,26/07/17,28/07/17,TYO,SIN,1,0,01/05/17,86,2,5303.037336
search,03/08/17,03/08/17,MUC,BUD,1,0,01/05/17,94,0,548.199598
search,06/08/17,13/08/17,HAM,FRA,2,0,02/05/17,96,7,411.0813938
search,31/05/17,02/06/17,DUS,ZRH,2,0,02/05/17,29,2,453.4699256
search,30/09/17,11/10/17,PAR,HAV,1,0,02/05/17,151,11,7720.139774
search,05/07/17,09/07/17,DUS,DXB,1,0,01/05/17,65,4,5004.503621
search,01/07/17,12/07/17,MUC,IZM,1,0,01/05/17,61,11,1655.911896
search,31/05/17,03/06/17,MRS,LON,1,0,01/05/17,30,3,1002.216316
search,02/06/17,02/06/17,TLS,TCI,2,0,01/05/17,32,0,2302.853344
search,16/05/17,19/05/17,BER,IST,1,0,01/05/17,15,3,1736.01118
search,18/07/17,31/07/17,DUS,HAV,1,0,01/05/17,78,13,7965.81108
search,02/05/17,06/05/17,FRA,AYT,1,0,02/05/17,0,4,2291.833701
search,09/07/17,14/08/17,HAM,BKK,1,0,01/05/17,69,36,8835.532481
search,10/05/17,10/05/17,STR,BUH,3,0,02/05/17,8,0,1367.831314
search,19/12/17,16/01/18,TXL,ZRH,1,0,01/05/17,232,28,668.985041
search,31/01/18,23/02/18,LYS,LAD,1,0,01/05/17,275,23,6122.078667
search,07/06/17,08/08/17,MRS,CAS,2,0,02/05/17,36,62,1560.305829
search,03/06/17,07/06/17,DUS,PVG,1,0,01/05/17,33,4,8874.739668
search,20/06/17,27/06/17,PAR,ATH,2,0,01/05/17,50,7,2112.758233
search,30/08/17,22/09/17,DUS,OPO,2,2,27/04/17,125,23,1623.119866
search,04/07/17,08/07/17,BER,ORY,1,0,27/04/17,68,4,884.7935896
search,16/06/17,28/07/17,HAM,SGN,1,0,28/04/17,49,42,9472.983834
search,08/11/17,29/11/17,MUC,REC,3,0,27/04/17,195,21,7750.519688
search,12/09/17,14/10/17,STR,IST,2,0,28/04/17,137,32,1768.314752
search,21/06/17,24/06/17,STO,MUC,1,0,27/04/17,55,3,1287.395353
search,20/05/17,28/05/17,MRS,ALG,1,0,27/04/17,23,8,756.7273654
search,01/08/17,06/08/17,STR,MOW,2,0,27/04/17,96,5,2075.663461
search,27/08/17,31/08/17,DUS,FCO,1,0,27/04/17,122,4,1134.647137
search,26/05/17,26/05/17,MEL,PAR,1,0,27/04/17,29,0,16773.56864
search,23/05/17,26/05/17,BER,LON,1,0,27/04/17,26,3,934.9365926
search,10/05/17,12/05/17,BER,NYC,1,0,27/04/17,13,2,6385.76641
search,17/05/17,19/05/17,LYS,VCE,1,0,27/04/17,20,2,564.2780708
search,05/10/17,08/10/17,DUS,EDI,2,0,27/04/17,161,3,836.5830061
search,30/04/17,30/04/17,LYS,CAS,1,0,27/04/17,3,0,1728.757784
search,10/05/17,30/05/17,LYS,BKK,1,0,27/04/17,13,20,9352.854168
search,21/09/17,30/09/17,MRS,MUC,1,0,27/04/17,147,9,749.1461443
search,24/05/17,29/05/17,PAR,IEV,1,0,27/04/17,27,5,2019.241761
search,07/05/17,07/05/17,BUD,HAM,1,0,27/04/17,10,0,933.0487463
search,14/05/17,19/05/17,FRA,LON,1,0,27/04/17,17,5,634.5939105
search,18/05/17,20/05/17,TLS,GVA,3,0,27/04/17,21,2,473.0682746
search,18/07/17,21/07/17,FRA,BCN,2,0,27/04/17,82,3,1093.536647
search,22/06/17,05/07/17,FRA,DPS,2,0,27/04/17,56,13,11930.80475
search,21/06/17,23/06/17,CGN,BER,2,0,27/04/17,55,2,478.5795164
search,16/05/17,16/05/17,TXL,DUS,1,0,28/04/17,18,0,469.0573406
search,20/07/17,27/07/17,MRS,MIA,2,0,27/04/17,84,7,7744.032697
search,23/12/17,02/01/18,FRA,DPS,3,0,27/04/17,240,10,11930.80475
search,21/09/17,28/09/17,LYS,BCN,1,0,28/04/17,146,7,549.0412041
search,26/06/17,30/06/17,PAR,HAM,2,0,27/04/17,60,4,751.127687
search,02/07/17,10/07/17,PAR,NYC,1,0,27/04/17,66,8,5837.819962
search,24/08/17,14/09/17,CDG,NYC,3,0,27/04/17,119,21,5844.779967
search,01/08/17,03/08/17,VIE,HAM,1,0,27/04/17,96,2,749.8505842
search,03/09/17,04/10/17,CDG,SGN,1,0,27/04/17,129,31,10103.34155
search,21/06/17,29/06/17,VIE,DUS,1,0,28/04/17,54,8,768.8327305
search,21/05/17,13/07/17,DEL,FRA,1,0,27/04/17,24,53,6124.002965
search,05/05/17,12/05/17,DXB,DPS,1,0,27/04/17,8,7,7490.921146
search,05/12/17,15/12/17,LHR,BER,1,0,28/04/17,221,10,955.0264898
